Checking the given root
-1.516e-13	
4.727	0.0417959	0.0418481
4.728	0.0417629	0.0418151
4.729	0.0417298	0.0417821
4.73	0.0416968	0.0417492
4.731	0.0416638	0.0417163
4.732	0.0416308	0.0416834
4.733	0.0415979	0.0416505
4.734	0.041565	0.0416177
4.735	0.0415321	0.0415849
4.736	0.0414993	0.0415521
4.737	0.0414665	0.0415193
4.738	0.0414337	0.0414866
4.739	0.0414009	0.0414539
4.74	0.0413681	0.0414212
4.741	0.0413354	0.0413885
4.742	0.0413027	0.0413559
4.743	0.0412701	0.0413232
4.744	0.0412375	0.0412906
4.745	0.0412049	0.0412581
4.746	0.0411723	0.0412255
4.747	0.0411398	0.041193
4.748	0.0411072	0.0411605
4.749	0.0410748	0.041128
4.75	0.0410423	0.0410956
4.751	0.0410099	0.0410631
4.752	0.0409775	0.0410307
4.753	0.0409451	0.0409983
4.754	0.0409128	0.040966
4.755	0.0408805	0.0409336
4.756	0.0408482	0.0409013
4.757	0.040816	0.040869
4.758	0.0407838	0.0408368
4.759	0.0407516	0.0408045
4.76	0.0407195	0.0407723
4.761	0.0406874	0.0407401
4.762	0.0406553	0.0407079
4.763	0.0406232	0.0406758
4.764	0.0405912	0.0406437
4.765	0.0405592	0.0406116
4.766	0.0405273	0.0405795
4.767	0.0404954	0.0405474
4.768	0.0404635	0.0405154
4.769	0.0404316	0.0404834
4.77	0.0403998	0.0404514
4.771	0.040368	0.0404195
4.772	0.0403363	0.0403875
4.773	0.0403045	0.0403556
4.774	0.0402727	0.0403237
4.775	0.0402407	0.0402919
4.776	0.0402088	0.04026
4.777	0.0401769	0.0402282
4.778	0.040145	0.0401964
4.779	0.0401131	0.0401646
4.78	0.0400813	0.0401329
4.781	0.0400495	0.0401011
4.782	0.0400177	0.0400694
4.783	0.0399859	0.0400378
4.784	0.0399542	0.0400061
4.785	0.0399225	0.0399745
4.786	0.0398908	0.0399429
4.787	0.0398591	0.0399113
4.788	0.0398275	0.0398797
4.789	0.0397958	0.0398482
4.79	0.0397643	0.0398167
4.791	0.0397327	0.0397852
4.792	0.0397012	0.0397537
4.793	0.0396697	0.0397223
4.794	0.0396382	0.0396908
4.795	0.0396067	0.0396594
4.796	0.0395753	0.0396281
4.797	0.0395439	0.0395967
4.798	0.0395125	0.0395654
4.799	0.0394812	0.0395341
4.8	0.0394499	0.0395028
4.801	0.0394186	0.0394715
4.802	0.0393873	0.0394403
4.803	0.0393561	0.0394091
4.804	0.0393249	0.0393779
4.805	0.0392937	0.0393467
4.806	0.0392626	0.0393156
4.807	0.0392315	0.0392844
4.808	0.0392004	0.0392533
4.809	0.0391693	0.0392223
4.81	0.0391383	0.0391912
4.811	0.0391073	0.0391602
4.812	0.0390763	0.0391292
4.813	0.0390454	0.0390982
4.814	0.0390145	0.0390672
4.815	0.0389836	0.0390363
4.816	0.0389528	0.0390054
4.817	0.038922	0.0389745
4.818	0.0388912	0.0389436
4.819	0.0388604	0.0389127
4.82	0.0388297	0.0388819
4.821	0.038799	0.0388511
4.822	0.0387684	0.0388203
4.823	0.0387377	0.0387896
4.824	0.0387071	0.0387588
4.825	0.0386766	0.0387281
4.826	0.038646	0.0386974
4.827	0.0386155	0.0386668
4.828	0.0385851	0.0386361
4.829	0.0385546	0.0386055
4.83	0.0385241	0.0385749
4.831	0.0384934	0.0385443
4.832	0.0384628	0.0385138
4.833	0.0384321	0.0384832
4.834	0.0384015	0.0384527
4.835	0.0383709	0.0384222
4.836	0.0383404	0.0383918
4.837	0.0383098	0.0383613
4.838	0.0382793	0.0383309
4.839	0.0382488	0.0383005
4.84	0.0382184	0.0382701
4.841	0.0381879	0.0382398
4.842	0.0381575	0.0382095
4.843	0.0381271	0.0381792
4.844	0.0380967	0.0381489
4.845	0.0380664	0.0381186
4.846	0.0380361	0.0380884
4.847	0.0380058	0.0380581
4.848	0.0379755	0.038028
4.849	0.0379453	0.0379978
4.85	0.0379151	0.0379676
4.851	0.0378849	0.0379375
4.852	0.0378547	0.0379074
4.853	0.0378246	0.0378773
4.854	0.0377945	0.0378473
4.855	0.0377644	0.0378172
4.856	0.0377344	0.0377872
4.857	0.0377044	0.0377572
4.858	0.0376744	0.0377272
4.859	0.0376444	0.0376973
4.86	0.0376144	0.0376674
4.861	0.0375845	0.0376374
4.862	0.0375546	0.0376076
4.863	0.0375248	0.0375777
4.864	0.037495	0.0375479
4.865	0.0374652	0.037518
4.866	0.0374354	0.0374882
4.867	0.0374056	0.0374585
4.868	0.0373759	0.0374287
4.869	0.0373462	0.037399
4.87	0.0373166	0.0373693
4.871	0.037287	0.0373396
4.872	0.0372574	0.0373099
4.873	0.0372278	0.0372803
4.874	0.0371983	0.0372507
4.875	0.0371688	0.0372211
4.876	0.0371393	0.0371915
4.877	0.0371098	0.037162
4.878	0.0370804	0.0371324
4.879	0.037051	0.0371029
4.88	0.0370217	0.0370734
4.881	0.0369924	0.037044
4.882	0.0369631	0.0370145
4.883	0.0369338	0.0369851
4.884	0.0369046	0.0369557
4.885	0.0368754	0.0369263
4.886	0.0368462	0.036897
4.887	0.0368168	0.0368676
4.888	0.0367874	0.0368383
4.889	0.036758	0.036809
4.89	0.0367286	0.0367798
4.891	0.0366992	0.0367505
4.892	0.0366699	0.0367213
4.893	0.0366406	0.0366921
4.894	0.0366113	0.0366629
4.895	0.0365821	0.0366337
4.896	0.0365528	0.0366046
4.897	0.0365236	0.0365755
4.898	0.0364944	0.0365464
4.899	0.0364653	0.0365173
4.9	0.0364361	0.0364883
4.901	0.036407	0.0364592
4.902	0.0363779	0.0364302
4.903	0.0363489	0.0364012
4.904	0.0363198	0.0363723
4.905	0.0362908	0.0363433
4.906	0.0362618	0.0363144
4.907	0.0362329	0.0362855
4.908	0.0362039	0.0362566
4.909	0.036175	0.0362278
4.91	0.0361461	0.0361989
4.911	0.0361173	0.0361701
4.912	0.0360884	0.0361413
4.913	0.0360596	0.0361125
4.914	0.0360308	0.0360838
4.915	0.0360021	0.0360551
4.916	0.0359733	0.0360263
4.917	0.0359446	0.0359977
4.918	0.035916	0.035969
4.919	0.0358873	0.0359403
4.92	0.0358587	0.0359117
4.921	0.0358301	0.0358831
4.922	0.0358015	0.0358545
4.923	0.035773	0.035826
4.924	0.0357445	0.0357974
4.925	0.035716	0.0357689
4.926	0.0356875	0.0357404
4.927	0.0356591	0.035712
4.928	0.0356307	0.0356835
4.929	0.0356024	0.0356551
4.93	0.035574	0.0356267
4.931	0.0355457	0.0355983
4.932	0.0355174	0.0355699
4.933	0.0354892	0.0355416
4.934	0.035461	0.0355132
4.935	0.0354328	0.0354849
4.936	0.0354046	0.0354566
4.937	0.0353765	0.0354284
4.938	0.0353484	0.0354001
4.939	0.0353203	0.0353719
4.94	0.0352923	0.0353437
4.941	0.0352643	0.0353155
4.942	0.0352363	0.0352874
4.943	0.0352083	0.0352592
4.944	0.0351801	0.0352311
4.945	0.0351519	0.035203
4.946	0.0351237	0.035175
4.947	0.0350955	0.0351469
4.948	0.0350674	0.0351189
4.949	0.0350393	0.0350909
4.95	0.0350112	0.0350629
4.951	0.0349831	0.0350349
4.952	0.0349551	0.035007
4.953	0.034927	0.034979
4.954	0.034899	0.0349511
4.955	0.0348711	0.0349232
4.956	0.0348431	0.0348954
4.957	0.0348152	0.0348675
4.958	0.0347873	0.0348397
4.959	0.0347594	0.0348119
4.96	0.0347315	0.0347841
4.961	0.0347037	0.0347564
4.962	0.0346759	0.0347286
4.963	0.0346481	0.0347009
4.964	0.0346203	0.0346732
4.965	0.0345926	0.0346455
4.966	0.0345648	0.0346179
4.967	0.0345372	0.0345902
4.968	0.0345095	0.0345626
4.969	0.0344818	0.034535
4.97	0.0344542	0.0345074
4.971	0.0344266	0.0344799
4.972	0.0343991	0.0344524
4.973	0.0343715	0.0344248
4.974	0.034344	0.0343974
4.975	0.0343165	0.0343699
4.976	0.0342891	0.0343424
4.977	0.0342616	0.034315
4.978	0.0342342	0.0342876
4.979	0.0342069	0.0342602
4.98	0.0341795	0.0342328
4.981	0.0341522	0.0342055
4.982	0.0341249	0.0341782
4.983	0.0340976	0.0341508
4.984	0.0340704	0.0341236
4.985	0.0340432	0.0340963
4.986	0.034016	0.034069
4.987	0.0339888	0.0340418
4.988	0.0339617	0.0340146
4.989	0.0339346	0.0339874
4.99	0.0339075	0.0339603
4.991	0.0338805	0.0339331
4.992	0.0338535	0.033906
4.993	0.0338265	0.0338789
4.994	0.0337995	0.0338518
4.995	0.0337726	0.0338247
4.996	0.0337457	0.0337977
4.997	0.0337188	0.0337707
4.998	0.033692	0.0337437
4.999	0.0336652	0.0337167
5	0.0336384	0.0336897
5.001	0.0336114	0.0336628
5.002	0.0335844	0.0336359
5.003	0.0335574	0.033609
5.004	0.0335304	0.0335821
5.005	0.0335034	0.0335552
5.006	0.0334765	0.0335284
5.007	0.0334495	0.0335016
5.008	0.0334226	0.0334748
5.009	0.0333957	0.033448
5.01	0.0333689	0.0334212
5.011	0.033342	0.0333945
5.012	0.0333152	0.0333678
5.013	0.0332884	0.0333411
5.014	0.0332616	0.0333144
5.015	0.0332349	0.0332877
5.016	0.0332082	0.0332611
5.017	0.0331815	0.0332345
5.018	0.0331548	0.0332079
5.019	0.0331281	0.0331813
5.02	0.0331015	0.0331547
5.021	0.0330749	0.0331282
5.022	0.0330483	0.0331017
5.023	0.0330217	0.0330752
5.024	0.0329952	0.0330487
5.025	0.0329686	0.0330222
5.026	0.0329421	0.0329958
5.027	0.0329157	0.0329694
5.028	0.0328892	0.032943
5.029	0.0328628	0.0329166
5.03	0.0328364	0.0328902
5.031	0.0328101	0.0328639
5.032	0.0327837	0.0328376
5.033	0.0327574	0.0328113
5.034	0.0327311	0.032785
5.035	0.0327048	0.0327587
5.036	0.0326786	0.0327325
5.037	0.0326524	0.0327062
5.038	0.0326262	0.03268
5.039	0.0326	0.0326539
5.04	0.0325739	0.0326277
5.041	0.0325478	0.0326015
5.042	0.0325217	0.0325754
5.043	0.0324956	0.0325493
5.044	0.0324696	0.0325232
5.045	0.0324436	0.0324972
5.046	0.0324177	0.0324711
5.047	0.0323917	0.0324451
5.048	0.0323658	0.0324191
5.049	0.0323399	0.0323931
5.05	0.032314	0.0323671
5.051	0.0322882	0.0323412
5.052	0.0322624	0.0323153
5.053	0.0322366	0.0322893
5.054	0.0322109	0.0322635
5.055	0.0321852	0.0322376
5.056	0.0321595	0.0322117
5.057	0.0321338	0.0321859
5.058	0.0321082	0.0321601
5.059	0.0320824	0.0321343
5.06	0.0320565	0.0321085
5.061	0.0320306	0.0320828
5.062	0.0320048	0.032057
5.063	0.0319789	0.0320313
5.064	0.0319531	0.0320056
5.065	0.0319273	0.03198
5.066	0.0319016	0.0319543
5.067	0.0318758	0.0319287
5.068	0.0318501	0.031903
5.069	0.0318244	0.0318774
5.07	0.0317987	0.0318519
5.071	0.031773	0.0318263
5.072	0.0317474	0.0318008
5.073	0.0317218	0.0317752
5.074	0.0316962	0.0317497
5.075	0.0316706	0.0317243
5.076	0.0316451	0.0316988
5.077	0.0316195	0.0316734
5.078	0.031594	0.0316479
5.079	0.0315685	0.0316225
5.08	0.0315431	0.0315971
5.081	0.0315176	0.0315718
5.082	0.0314922	0.0315464
5.083	0.0314668	0.0315211
5.084	0.0314415	0.0314958
5.085	0.0314161	0.0314705
5.086	0.0313908	0.0314452
5.087	0.0313655	0.03142
5.088	0.0313402	0.0313947
5.089	0.031315	0.0313695
5.09	0.0312898	0.0313443
5.091	0.0312646	0.0313191
5.092	0.0312394	0.031294
5.093	0.0312142	0.0312688
5.094	0.0311891	0.0312437
5.095	0.031164	0.0312186
5.096	0.031139	0.0311935
5.097	0.0311139	0.0311685
5.098	0.0310889	0.0311434
5.099	0.0310639	0.0311184
5.1	0.0310389	0.0310934
5.101	0.031014	0.0310684
5.102	0.0309891	0.0310435
5.103	0.0309642	0.0310185
5.104	0.0309393	0.0309936
5.105	0.0309145	0.0309687
5.106	0.0308897	0.0309438
5.107	0.0308649	0.0309189
5.108	0.0308401	0.030894
5.109	0.0308154	0.0308692
5.11	0.0307907	0.0308444
5.111	0.030766	0.0308196
5.112	0.0307414	0.0307948
5.113	0.0307168	0.03077
5.114	0.0306922	0.0307453
5.115	0.0306676	0.0307206
5.116	0.0306431	0.0306959
5.117	0.0306185	0.0306712
5.118	0.0305937	0.0306465
5.119	0.030569	0.0306219
5.12	0.0305442	0.0305972
5.121	0.0305195	0.0305726
5.122	0.0304948	0.030548
5.123	0.0304701	0.0305235
5.124	0.0304454	0.0304989
5.125	0.0304208	0.0304744
5.126	0.0303961	0.0304498
5.127	0.0303715	0.0304253
5.128	0.0303469	0.0304009
5.129	0.0303224	0.0303764
5.13	0.0302978	0.030352
5.131	0.0302733	0.0303275
5.132	0.0302488	0.0303031
5.133	0.0302243	0.0302787
5.134	0.0301998	0.0302544
5.135	0.0301754	0.03023
5.136	0.030151	0.0302057
5.137	0.0301266	0.0301814
5.138	0.0301022	0.0301571
5.139	0.0300778	0.0301328
5.14	0.0300535	0.0301085
5.141	0.0300292	0.0300843
5.142	0.0300049	0.0300601
5.143	0.0299806	0.0300359
5.144	0.0299564	0.0300117
5.145	0.0299322	0.0299875
5.146	0.029908	0.0299634
5.147	0.0298838	0.0299392
5.148	0.0298597	0.0299151
5.149	0.0298355	0.029891
5.15	0.0298114	0.0298669
5.151	0.0297874	0.0298429
5.152	0.0297633	0.0298188
5.153	0.0297393	0.0297948
5.154	0.0297153	0.0297708
5.155	0.0296913	0.0297468
5.156	0.0296673	0.0297229
5.157	0.0296434	0.0296989
5.158	0.0296195	0.029675
5.159	0.0295956	0.0296511
5.16	0.0295718	0.0296272
5.161	0.029548	0.0296033
5.162	0.0295242	0.0295794
5.163	0.0295004	0.0295556
5.164	0.0294766	0.0295318
5.165	0.0294529	0.029508
5.166	0.0294292	0.0294842
5.167	0.0294056	0.0294604
5.168	0.0293819	0.0294367
5.169	0.0293583	0.0294129
5.17	0.0293347	0.0293892
5.171	0.0293111	0.0293655
5.172	0.0292876	0.0293418
5.173	0.0292641	0.0293182
5.174	0.0292406	0.0292945
5.175	0.0292172	0.0292709
5.176	0.0291937	0.0292473
5.177	0.02917	0.0292237
5.178	0.0291463	0.0292002
5.179	0.0291226	0.0291766
5.18	0.0290989	0.0291531
5.181	0.0290753	0.0291296
5.182	0.0290517	0.0291061
5.183	0.0290281	0.0290826
5.184	0.0290045	0.0290591
5.185	0.0289809	0.0290357
5.186	0.0289574	0.0290122
5.187	0.0289339	0.0289888
5.188	0.0289104	0.0289654
5.189	0.0288869	0.0289421
5.19	0.0288634	0.0289187
5.191	0.02884	0.0288954
5.192	0.0288166	0.0288721
5.193	0.0287932	0.0288488
5.194	0.0287698	0.0288255
5.195	0.0287464	0.0288022
5.196	0.0287231	0.028779
5.197	0.0286998	0.0287557
5.198	0.0286765	0.0287325
5.199	0.0286532	0.0287093
5.2	0.0286299	0.0286861
5.201	0.0286067	0.028663
5.202	0.0285835	0.0286398
5.203	0.0285603	0.0286167
5.204	0.0285372	0.0285936
5.205	0.028514	0.0285705
5.206	0.0284909	0.0285474
5.207	0.0284678	0.0285244
5.208	0.0284447	0.0285013
5.209	0.0284217	0.0284783
5.21	0.0283987	0.0284553
5.211	0.0283757	0.0284323
5.212	0.0283527	0.0284094
5.213	0.0283297	0.0283864
5.214	0.0283068	0.0283635
5.215	0.0282839	0.0283406
5.216	0.028261	0.0283177
5.217	0.0282381	0.0282948
5.218	0.0282153	0.0282719
5.219	0.0281925	0.0282491
5.22	0.0281697	0.0282263
5.221	0.028147	0.0282034
5.222	0.0281242	0.0281807
5.223	0.0281015	0.0281579
5.224	0.0280788	0.0281351
5.225	0.0280562	0.0281124
5.226	0.0280335	0.0280897
5.227	0.0280109	0.028067
5.228	0.0279884	0.0280443
5.229	0.0279658	0.0280216
5.23	0.0279433	0.0279989
5.231	0.0279208	0.0279763
5.232	0.0278983	0.0279537
5.233	0.0278759	0.0279311
5.234	0.0278534	0.0279085
5.235	0.0278311	0.0278859
5.236	0.0278085	0.0278634
5.237	0.0277858	0.0278408
5.238	0.0277632	0.0278183
5.239	0.0277406	0.0277958
5.24	0.0277179	0.0277733
5.241	0.0276954	0.0277509
5.242	0.0276728	0.0277284
5.243	0.0276502	0.027706
5.244	0.0276277	0.0276836
5.245	0.0276052	0.0276612
5.246	0.0275827	0.0276388
5.247	0.0275602	0.0276165
5.248	0.0275377	0.0275941
5.249	0.0275153	0.0275718
5.25	0.0274929	0.0275495
5.251	0.0274705	0.0275272
5.252	0.0274481	0.0275049
5.253	0.0274257	0.0274826
5.254	0.0274034	0.0274604
5.255	0.0273811	0.0274382
5.256	0.0273588	0.027416
5.257	0.0273365	0.0273938
5.258	0.0273142	0.0273716
5.259	0.027292	0.0273494
5.26	0.0272698	0.0273273
5.261	0.0272476	0.0273052
5.262	0.0272254	0.0272831
5.263	0.0272032	0.027261
5.264	0.0271811	0.0272389
5.265	0.027159	0.0272169
5.266	0.0271369	0.0271948
5.267	0.0271149	0.0271728
5.268	0.0270928	0.0271508
5.269	0.0270708	0.0271288
5.27	0.0270488	0.0271068
5.271	0.0270268	0.0270849
5.272	0.0270049	0.0270629
5.273	0.0269829	0.027041
5.274	0.026961	0.0270191
5.275	0.0269391	0.0269972
5.276	0.0269173	0.0269754
5.277	0.0268955	0.0269535
5.278	0.0268736	0.0269317
5.279	0.0268519	0.0269098
5.28	0.0268301	0.026888
5.281	0.0268084	0.0268662
5.282	0.0267866	0.0268445
5.283	0.0267649	0.0268227
5.284	0.0267433	0.026801
5.285	0.0267216	0.0267793
5.286	0.0267	0.0267576
5.287	0.0266784	0.0267359
5.288	0.0266569	0.0267142
5.289	0.0266353	0.0266925
5.29	0.0266138	0.0266709
5.291	0.0265923	0.0266493
5.292	0.0265709	0.0266277
5.293	0.0265494	0.0266061
5.294	0.026528	0.0265845
5.295	0.0265066	0.026563
5.296	0.0264851	0.0265414
5.297	0.0264635	0.0265199
5.298	0.0264418	0.0264984
5.299	0.0264202	0.0264769
5.3	0.0263986	0.0264554
5.301	0.026377	0.026434
5.302	0.0263555	0.0264126
5.303	0.0263339	0.0263911
5.304	0.0263124	0.0263697
5.305	0.0262909	0.0263483
5.306	0.0262694	0.026327
5.307	0.0262479	0.0263056
5.308	0.0262264	0.0262843
5.309	0.026205	0.0262629
5.31	0.0261836	0.0262416
5.311	0.0261622	0.0262203
5.312	0.0261408	0.0261991
5.313	0.0261194	0.0261778
5.314	0.0260981	0.0261566
5.315	0.0260767	0.0261353
5.316	0.0260554	0.0261141
5.317	0.0260341	0.0260929
5.318	0.0260129	0.0260718
5.319	0.0259916	0.0260506
5.32	0.0259704	0.0260294
5.321	0.0259492	0.0260083
5.322	0.025928	0.0259872
5.323	0.0259068	0.0259661
5.324	0.0258857	0.025945
5.325	0.0258646	0.025924
5.326	0.0258435	0.0259029
5.327	0.0258224	0.0258819
5.328	0.0258013	0.0258609
5.329	0.0257803	0.0258399
5.33	0.0257593	0.0258189
5.331	0.0257383	0.0257979
5.332	0.0257173	0.025777
5.333	0.0256964	0.025756
5.334	0.0256754	0.0257351
5.335	0.0256545	0.0257142
5.336	0.0256336	0.0256933
5.337	0.0256128	0.0256725
5.338	0.0255919	0.0256516
5.339	0.0255711	0.0256308
5.34	0.0255503	0.0256099
5.341	0.0255296	0.0255891
5.342	0.0255088	0.0255684
5.343	0.0254881	0.0255476
5.344	0.0254674	0.0255268
5.345	0.0254468	0.0255061
5.346	0.0254261	0.0254854
5.347	0.0254055	0.0254646
5.348	0.0253849	0.0254439
5.349	0.0253643	0.0254233
5.35	0.0253438	0.0254026
5.351	0.0253232	0.025382
5.352	0.0253027	0.0253613
5.353	0.0252823	0.0253407
5.354	0.0252618	0.0253201
5.355	0.0252414	0.0252995
5.356	0.025221	0.025279
5.357	0.0252004	0.0252584
5.358	0.0251798	0.0252379
5.359	0.0251591	0.0252174
5.36	0.0251385	0.0251969
5.361	0.0251178	0.0251764
5.362	0.0250972	0.0251559
5.363	0.0250766	0.0251354
5.364	0.0250561	0.025115
5.365	0.0250355	0.0250946
5.366	0.025015	0.0250742
5.367	0.0249944	0.0250538
5.368	0.0249739	0.0250334
5.369	0.0249534	0.025013
5.37	0.024933	0.0249927
5.371	0.0249125	0.0249724
5.372	0.0248921	0.024952
5.373	0.0248717	0.0249317
5.374	0.0248513	0.0249115
5.375	0.0248309	0.0248912
5.376	0.0248105	0.0248709
5.377	0.0247902	0.0248507
5.378	0.0247699	0.0248305
5.379	0.0247496	0.0248103
5.38	0.0247293	0.0247901
5.381	0.024709	0.0247699
5.382	0.0246888	0.0247497
5.383	0.0246686	0.0247296
5.384	0.0246484	0.0247095
5.385	0.0246282	0.0246894
5.386	0.024608	0.0246693
5.387	0.0245879	0.0246492
5.388	0.0245678	0.0246291
5.389	0.0245477	0.0246091
5.39	0.0245276	0.024589
5.391	0.0245076	0.024569
5.392	0.0244875	0.024549
5.393	0.0244675	0.024529
5.394	0.0244475	0.0245091
5.395	0.0244275	0.0244891
5.396	0.0244076	0.0244692
5.397	0.0243877	0.0244492
5.398	0.0243678	0.0244293
5.399	0.0243479	0.0244094
5.4	0.024328	0.0243895
5.401	0.0243082	0.0243697
5.402	0.0242884	0.0243498
5.403	0.0242686	0.02433
5.404	0.0242488	0.0243102
5.405	0.0242291	0.0242904
5.406	0.0242093	0.0242706
5.407	0.0241896	0.0242508
5.408	0.02417	0.024231
5.409	0.0241503	0.0242113
5.41	0.0241307	0.0241916
5.411	0.0241111	0.0241719
5.412	0.0240915	0.0241522
5.413	0.0240719	0.0241325
5.414	0.0240524	0.0241128
5.415	0.0240329	0.0240932
5.416	0.0240134	0.0240735
5.417	0.023994	0.0240539
5.418	0.0239745	0.0240343
5.419	0.0239547	0.0240147
5.42	0.023935	0.0239951
5.421	0.0239153	0.0239756
5.422	0.0238956	0.023956
5.423	0.0238759	0.0239365
5.424	0.0238563	0.023917
5.425	0.0238367	0.0238975
5.426	0.023817	0.023878
5.427	0.0237974	0.0238585
5.428	0.0237778	0.0238391
5.429	0.0237583	0.0238196
5.43	0.0237387	0.0238002
5.431	0.0237192	0.0237808
5.432	0.0236997	0.0237614
5.433	0.0236801	0.023742
5.434	0.0236607	0.0237227
5.435	0.0236412	0.0237033
5.436	0.0236217	0.023684
5.437	0.0236023	0.0236647
5.438	0.0235829	0.0236454
5.439	0.0235635	0.0236261
5.44	0.0235441	0.0236068
5.441	0.0235248	0.0235875
5.442	0.0235054	0.0235683
5.443	0.0234861	0.0235491
5.444	0.0234668	0.0235298
5.445	0.0234475	0.0235106
5.446	0.0234283	0.0234915
5.447	0.023409	0.0234723
5.448	0.0233898	0.0234531
5.449	0.0233706	0.023434
5.45	0.0233514	0.0234149
5.451	0.0233323	0.0233957
5.452	0.0233131	0.0233767
5.453	0.023294	0.0233576
5.454	0.0232749	0.0233385
5.455	0.0232558	0.0233195
5.456	0.0232368	0.0233004
5.457	0.0232177	0.0232814
5.458	0.0231987	0.0232624
5.459	0.0231797	0.0232434
5.46	0.0231607	0.0232244
5.461	0.0231418	0.0232055
5.462	0.0231229	0.0231865
5.463	0.0231039	0.0231676
5.464	0.0230851	0.0231486
5.465	0.0230662	0.0231297
5.466	0.0230474	0.0231109
5.467	0.0230285	0.023092
5.468	0.0230097	0.0230731
5.469	0.022991	0.0230543
5.47	0.0229722	0.0230354
5.471	0.0229535	0.0230166
5.472	0.0229348	0.0229978
5.473	0.0229161	0.022979
5.474	0.0228974	0.0229603
5.475	0.0228788	0.0229415
5.476	0.0228602	0.0229228
5.477	0.0228416	0.022904
5.478	0.022823	0.0228853
5.479	0.0228045	0.0228666
5.48	0.0227859	0.0228479
5.481	0.0227671	0.0228293
5.482	0.0227483	0.0228106
5.483	0.0227295	0.022792
5.484	0.0227107	0.0227733
5.485	0.022692	0.0227547
5.486	0.0226732	0.0227361
5.487	0.0226545	0.0227175
5.488	0.0226358	0.022699
5.489	0.0226171	0.0226804
5.49	0.0225984	0.0226619
5.491	0.0225798	0.0226433
5.492	0.0225611	0.0226248
5.493	0.0225425	0.0226063
5.494	0.0225239	0.0225878
5.495	0.0225053	0.0225694
5.496	0.0224867	0.0225509
5.497	0.0224681	0.0225325
5.498	0.0224496	0.0225141
5.499	0.022431	0.0224956
5.5	0.0224125	0.0224772
5.501	0.022394	0.0224589
5.502	0.0223756	0.0224405
5.503	0.0223571	0.0224221
5.504	0.0223387	0.0224038
5.505	0.0223202	0.0223855
5.506	0.0223018	0.0223672
5.507	0.0222835	0.0223489
5.508	0.0222651	0.0223306
5.509	0.0222467	0.0223123
5.51	0.0222284	0.0222941
5.511	0.0222101	0.0222758
5.512	0.0221918	0.0222576
5.513	0.0221736	0.0222394
5.514	0.0221553	0.0222212
5.515	0.0221371	0.022203
5.516	0.0221189	0.0221848
5.517	0.0221007	0.0221667
5.518	0.0220825	0.0221485
5.519	0.0220644	0.0221304
5.52	0.0220462	0.0221123
5.521	0.0220281	0.0220942
5.522	0.02201	0.0220761
5.523	0.021992	0.022058
5.524	0.0219739	0.02204
5.525	0.0219559	0.0220219
5.526	0.0219379	0.0220039
5.527	0.0219199	0.0219859
5.528	0.0219019	0.0219679
5.529	0.021884	0.0219499
5.53	0.0218661	0.0219319
5.531	0.0218482	0.021914
5.532	0.0218303	0.021896
5.533	0.0218125	0.0218781
5.534	0.0217946	0.0218602
5.535	0.0217768	0.0218423
5.536	0.0217591	0.0218244
5.537	0.0217413	0.0218065
5.538	0.0217236	0.0217886
5.539	0.0217058	0.0217708
5.54	0.0216882	0.021753
5.541	0.0216705	0.0217351
5.542	0.0216528	0.0217173
5.543	0.0216351	0.0216995
5.544	0.0216171	0.0216818
5.545	0.0215992	0.021664
5.546	0.0215813	0.0216462
5.547	0.0215634	0.0216285
5.548	0.0215456	0.0216108
5.549	0.0215277	0.0215931
5.55	0.0215099	0.0215754
5.551	0.021492	0.0215577
5.552	0.0214742	0.02154
5.553	0.0214564	0.0215224
5.554	0.0214386	0.0215047
5.555	0.0214209	0.0214871
5.556	0.0214031	0.0214695
5.557	0.0213854	0.0214519
5.558	0.0213677	0.0214343
5.559	0.02135	0.0214168
5.56	0.0213323	0.0213992
5.561	0.0213146	0.0213817
5.562	0.021297	0.0213641
5.563	0.0212793	0.0213466
5.564	0.0212617	0.0213291
5.565	0.0212441	0.0213116
5.566	0.0212265	0.0212941
5.567	0.021209	0.0212767
5.568	0.0211914	0.0212592
5.569	0.0211739	0.0212418
5.57	0.0211564	0.0212244
5.571	0.0211389	0.021207
5.572	0.0211214	0.0211896
5.573	0.021104	0.0211722
5.574	0.0210865	0.0211548
5.575	0.0210691	0.0211375
5.576	0.0210517	0.0211201
5.577	0.0210343	0.0211028
5.578	0.0210169	0.0210855
5.579	0.0209996	0.0210682
5.58	0.0209823	0.0210509
5.581	0.020965	0.0210336
5.582	0.0209477	0.0210164
5.583	0.0209304	0.0209991
5.584	0.0209132	0.0209819
5.585	0.020896	0.0209647
5.586	0.0208788	0.0209475
5.587	0.0208616	0.0209303
5.588	0.0208444	0.0209131
5.589	0.0208273	0.020896
5.59	0.0208101	0.0208788
5.591	0.020793	0.0208617
5.592	0.020776	0.0208445
5.593	0.0207589	0.0208274
5.594	0.0207419	0.0208103
5.595	0.0207248	0.0207933
5.596	0.0207078	0.0207762
5.597	0.0206909	0.0207591
5.598	0.0206739	0.0207421
5.599	0.020657	0.0207251
5.6	0.0206401	0.020708
5.601	0.0206232	0.020691
5.602	0.0206063	0.020674
5.603	0.0205895	0.0206571
5.604	0.0205727	0.0206401
5.605	0.0205559	0.0206232
5.606	0.0205391	0.0206062
5.607	0.020522	0.0205893
5.608	0.0205049	0.0205724
5.609	0.0204879	0.0205555
5.61	0.0204708	0.0205386
